n,mean,low,high,function
1421,0.044220507,0.032884642499936945,0.07311375749993651,rm3
1422,0.0516523670000015,0.036047839999810094,0.08930004249999683,rm3
1423,0.04845011600001726,0.03631454000006897,0.0863667124999665,rm3
1424,0.04536871499996323,0.03742783999978201,0.08909302249998055,rm3
1425,0.04242965500006449,0.0348416450001082,0.06634624750001875,rm3
1426,0.04229163099998004,0.03459477750008091,0.06533168750001998,rm3
1427,0.0459492119999868,0.033774675000006485,0.07334439250000736,rm3
1428,0.051222908000013376,0.03763907250026932,0.08975518999975518,rm3
1429,0.04851585599999907,0.035475097500091125,0.07679081250010994,rm3
1430,0.04499244800001634,0.034584272499876084,0.0715986974998145,rm3
1431,0.04758518899998762,0.036811257499880415,0.0789283575001036,rm3
1432,0.04966782999999395,0.038317912499735485,0.09581063249989938,rm3
1433,0.05124712899995302,0.03624036750001096,0.0847719449997953,rm3
1434,0.041912694000016015,0.03456178500000533,0.07496160000013104,rm3
1435,0.05044913299997006,0.036533514999882756,0.09123191500002577,rm3
1436,0.047829476000051725,0.038191527499907355,0.09172400250010923,rm3
1437,0.04690913799998725,0.03604349000016782,0.06772750750004661,rm3
1438,0.051316474000022934,0.037343624999959954,0.09391698500012352,rm3
1439,0.04627709399999276,0.03588552499976458,0.09016999749983368,rm3
1440,0.0471201850000125,0.03575997000007192,0.08530289999993093,rm3
1441,0.05277921699998387,0.03789913499986142,0.08784184000001002,rm3
1442,0.05341017600002487,0.0385028999997985,0.09440677000013693,rm3
1443,0.04576118899998164,0.03574574999994411,0.07437849750000386,rm3
1444,0.022770363999957226,0.0178026999999588,0.04484575999991876,rm3
1445,0.050895300000015596,0.03998487000003478,0.09505791249981707,rm3
1446,0.04720054400002027,0.036008385000104684,0.07168902500015975,rm3
1447,0.05233079099998576,0.039861527499954266,0.100204464999706,rm3
1448,0.05018190399999639,0.03320751749990905,0.08376265249977449,rm3
1449,0.04615085499998259,0.03628203749989325,0.0807088024999075,rm3
1450,0.04278046000000359,0.03399265750005043,0.07358528250023247,rm3
1451,0.052711177000010136,0.0384185075000687,0.09610104499986391,rm3
1452,0.05595304800001031,0.04148198999973829,0.10031844250019045,rm3
1453,0.046434220999999526,0.036635842499993035,0.07196698500006277,rm3
1454,0.045772185999999236,0.035464689999776054,0.0744724675001521,rm3
1455,0.04993076000001111,0.03548539750009923,0.08832786499990561,rm3
1456,0.04985107400000743,0.03444935500011752,0.08551565499988101,rm3
1457,0.05375209699999686,0.03806209499980469,0.09401433750001614,rm3
1458,0.04595694399999957,0.03375089499985506,0.08130734749992138,rm3
1459,0.050185476000019665,0.038045942499809374,0.07935923500006081,rm3
1460,0.04688894500000515,0.035541690000161455,0.07694509749995858,rm3
1461,0.049689973999993524,0.03904402750008558,0.07333818000000739,rm3
1462,0.04864908000000014,0.03675569999981008,0.08449336249992712,rm3
1463,0.0566407129999925,0.04159023249998199,0.09435043999983458,rm3
1464,0.049046310999992786,0.037519630000156214,0.08355846250005922,rm3
1465,0.049463551000017106,0.038851942499752566,0.07932529499996685,rm3
1466,0.05294912399998339,0.04104242249985646,0.09431784750000805,rm3
1467,0.04435555099998965,0.03448893999990332,0.0709047125002712,rm3
1468,0.05076644200001738,0.03942109499988646,0.07443566749998354,rm3
1469,0.040886292000000136,0.03435166250027351,0.06018339000000873,rm3
1470,0.04822989200002212,0.037817945000097095,0.08613372250000563,rm3
1471,0.047285090999994284,0.041339827500178214,0.05393073250006637,rm3
1472,0.04599085499998637,0.03519360000017287,0.0805485274999,rm3
1473,0.03914312200001405,0.03431561500005956,0.045646932499960255,rm3
1474,0.04710203799998453,0.03803927749986542,0.08889877499987045,rm3
1475,0.04997695899998234,0.03896471750013006,0.08228514999988176,rm3
1476,0.050376189000012346,0.039055072499991184,0.09725558999992927,rm3
1477,0.04385739499996362,0.03642975249998699,0.07054160499983472,rm3
1478,0.04916532300000654,0.037805912499709396,0.09489110000015444,rm3
1479,0.04775214400003278,0.03746091249997789,0.08686559250006656,rm3
1480,0.05018579299998237,0.03757122249999156,0.08896724999987093,rm3
1481,0.05135579000002508,0.03697310500000413,0.09259877750008627,rm3
1482,0.04299942200003898,0.035082580000039346,0.0612046000000077,rm3
1483,0.04849267500002497,0.03769624500018835,0.08091125749990612,rm3
1484,0.046188247999975826,0.03678177999997843,0.06462595999995527,rm3
1485,0.042211853000012525,0.033226382500151884,0.0652856375000055,rm3
1486,0.04904761499997676,0.038842344999886785,0.06178784000002219,rm3
1487,0.050585649000008746,0.039424022500213596,0.0740701150000177,rm3
1488,0.04800213700000768,0.03737992500020937,0.09054627000004979,rm3
1489,0.04828850800003238,0.03727249500004745,0.0931885549998924,rm3
1490,0.046084390999981226,0.036697665000087906,0.06464553500005646,rm3
1491,0.04157932500001152,0.0344688174998737,0.06336235750010243,rm3
1492,0.05638718500000778,0.04292569249998905,0.10060087499999781,rm3
1493,0.04970152799999596,0.03687556500007076,0.09242596500006357,rm3
1494,0.022494097999992847,0.01773270499982118,0.04485653250005725,rm3
1495,0.051250500999990435,0.04716864250017352,0.07669138500000369,rm3
1496,0.050689411000066686,0.036357467499829,0.09032212749989413,rm3
1497,0.05020667500000855,0.038451217499982704,0.09565272500007041,rm3
1498,0.0474758489999931,0.03739746750014774,0.08220314000026291,rm3
1499,0.04441755899999862,0.037170994999894444,0.0806614400000284,rm3
1500,0.03749234099997466,0.03649718749991279,0.03904254500002935,rm3
1501,0.04908011699999406,0.03853016499995192,0.07003361999998106,rm3
1502,0.049068748999989115,0.0417148349999934,0.07249059999984409,rm3
1503,0.04751387899998918,0.04348070250009641,0.07116771500014918,rm3
1504,0.050985977999976055,0.04241243999987319,0.07411339500010854,rm3
1505,0.04418416800000614,0.041465622499856636,0.055514562500013645,rm3
1506,0.045739629000004244,0.04058858000013288,0.06798946499988005,rm3
1507,0.04832535299997744,0.03955481749999308,0.0715200825001375,rm3
1508,0.048649059999979725,0.044833039999946325,0.07416595750014493,rm3
1509,0.045717261000004325,0.04029251999984354,0.06072246000022687,rm3
1510,0.052943971000008784,0.04231563499997719,0.07755125500000304,rm3
1511,0.04932791599998836,0.04283509249999043,0.0708915949997731,rm3
1512,0.04833913800003302,0.04555786000001945,0.06781247000003532,rm3
1513,0.049956492999999685,0.0438519550000592,0.07356095750006941,rm3
1514,0.04912955799999054,0.04590026749973504,0.06192212750003134,rm3
1515,0.047399400000008425,0.04317078750002565,0.07148831750009774,rm3
1516,0.05350165100000595,0.0442338474997996,0.07655640250020496,rm3
1517,0.05061427300000105,0.0430676549999248,0.07260818499999001,rm3
1518,0.05018369399997482,0.04684418999986519,0.07371515249989216,rm3
1519,0.038500092999997834,0.03579933999986906,0.051726834999817575,rm3
1520,0.047035232000012,0.04343309999983376,0.06907970499993324,rm3
1521,0.04841169200002241,0.041194114999973414,0.0709401425001033,rm3
1522,0.040381360000010316,0.03363670000003367,0.05993180749990186,rm3
1523,0.049013903999994,0.040592787500168016,0.08794247499995432,rm3
1524,0.06294299600000614,0.04140503500005935,0.10482402500003897,rm3
1525,0.06565017799998714,0.039791499999864754,0.11032643250013052,rm3
1526,0.06323003900000913,0.03879911999991918,0.09093296999989206,rm3
1527,0.06306985200000327,0.03909032749978678,0.09653398249993178,rm3
1528,0.06000028400001156,0.040903177500206306,0.0871866999999156,rm3
1529,0.05022295299999769,0.039322594999896404,0.08057540750002087,rm3
1530,0.05135848999998416,0.038498649999985445,0.08944547499989994,rm3
1531,0.054110625000002986,0.03806382000000212,0.09511626750011146,rm3
1532,0.04547768900000392,0.03554533249996439,0.07811268750027692,rm3
1533,0.05150258500000291,0.03935352000007697,0.09428932750012108,rm3
1534,0.048339889000003494,0.037712657499969285,0.07379331250000401,rm3
1535,0.054481144999963364,0.04017427749987519,0.08118817999996963,rm3
1536,0.05940228200001002,0.04405322499986823,0.09104291750005586,rm3
1537,0.05692642899999555,0.04228998500005901,0.10408584249988734,rm3
1538,0.04903519200001938,0.036393702500197384,0.09111841750013808,rm3
1539,0.05327082600000267,0.037138717499965425,0.09216512999993255,rm3
1540,0.05379254299996319,0.04139761250000902,0.09740426500006832,rm3
1541,0.039327806999999666,0.028864069999917773,0.07073696500009416,rm3
1542,0.048016648999996504,0.03657835500001738,0.07401965250008963,rm3
1543,0.05598359299999629,0.042098117499915585,0.0972935624999195,rm3
1544,0.050922479999990174,0.03782398999979932,0.09116099250002206,rm3
1545,0.04669293200000084,0.03736788750004507,0.0734474299998623,rm3
1546,0.05455161200002749,0.04035166249972236,0.08720166000017565,rm3
1547,0.05310066600000937,0.042203532500093385,0.07833761249991081,rm3
1548,0.056204701999990905,0.041379379999807495,0.09713058999991517,rm3
1549,0.05933110100000704,0.0408058925000546,0.10322531499997464,rm3
1550,0.04854004500003157,0.0367482500000051,0.09197192999989738,rm3
1551,0.050762491000009506,0.0389573500000779,0.08282383249996877,rm3
1552,0.0507101300000113,0.03898867250003377,0.07993996250013424,rm3
1553,0.04790451799998209,0.03498359750012696,0.08622387749990136,rm3
1554,0.05005863900003078,0.03672798249997414,0.08168329750013749,rm3
1555,0.055420343999985563,0.03988993249997748,0.09749956750001729,rm3
1556,0.054762423999982275,0.03879740000000993,0.09569146250000812,rm3
1557,0.04594020700003057,0.035430127500069374,0.08126714999996226,rm3
1558,0.048047394000022906,0.03669365750013185,0.08856797000023561,rm3
1559,0.05220889300000181,0.040731969999876584,0.09043703500008175,rm3
1560,0.05844159099998251,0.04443341000023793,0.10446744750016704,rm3
1561,0.04847441599999911,0.03727835249990222,0.08868658750005802,rm3
1562,0.05848652399998173,0.04310080750001362,0.10701727249994519,rm3
1563,0.046619337000038286,0.03554226750012504,0.06753742249991318,rm3
1564,0.0537926230000312,0.03791073749989664,0.09553634999982705,rm3
1565,0.050424752000003535,0.03726769500002547,0.09285256000007394,rm3
1566,0.0550452720000203,0.038672825000128336,0.09676409250007509,rm3
1567,0.05287371500001882,0.040111772499983545,0.07805334500017122,rm3
1568,0.047746364000013274,0.037718339999980796,0.08697573750009716,rm3
1569,0.04562070800000583,0.03871401500002776,0.07006493750000115,rm3
1570,0.043419063000010284,0.03320094999994581,0.06897153500005966,rm3
1571,0.04889132300000256,0.03630226999993056,0.08221246999983119,rm3
1572,0.05626343200000065,0.04226707499989288,0.08875054749983063,rm3
1573,0.057164087000028306,0.042139710000026295,0.09715563999993705,rm3
1574,0.05410933300002853,0.04125859750027985,0.07774547750011605,rm3
1575,0.05241944400001103,0.0390114724999421,0.09679880250002952,rm3
1576,0.05847895299998527,0.045368162500164996,0.09431070249991079,rm3
1577,0.056507314000023144,0.04138120250003112,0.08909641250015733,rm3
1578,0.050418598999976895,0.04092495999979064,0.07213307000010899,rm3
1579,0.02529515199999423,0.019847834999950464,0.04254120750014176,rm3
1580,0.0487937040000088,0.03683862250009043,0.08256603250000573,rm3
1581,0.051872042999993935,0.03764780499990365,0.09240529750003357,rm3
1582,0.05200017899999239,0.039841100000012376,0.07599694000011817,rm3
1583,0.05306685899999593,0.04008736749999571,0.09140237750020788,rm3
1584,0.050422131999994235,0.03913373499995032,0.09578397999976002,rm3
1585,0.05579589300006774,0.041497335000372004,0.10328429000021515,rm3
1586,0.028268706999983805,0.019842377500037853,0.04984623499999543,rm3
1587,0.051449113000012404,0.03743691750001972,0.0873808949998306,rm3
1588,0.0462903139999753,0.034767009999995935,0.06712580749998551,rm3
1589,0.05257854800004225,0.040246639999975284,0.09282994750014949,rm3
1590,0.052715988000004474,0.04029863000009755,0.08749344250007873,rm3
1591,0.05238820400001714,0.039862800000048534,0.09904115750003939,rm3
1592,0.05402287900001283,0.041422007500023034,0.09317709249969539,rm3
1593,0.054734785999985436,0.040830545000108034,0.0933630400000993,rm3
1594,0.05319483199997649,0.040055877500208226,0.09219341000007253,rm3
1595,0.04362169499999254,0.032654040000250004,0.07725669499982359,rm3
1596,0.05255844600002547,0.040560489999984385,0.08354488250006394,rm3
1597,0.05784260500004166,0.0421520299999429,0.10521161750007195,rm3
1598,0.05153039900003023,0.03859296000007362,0.0876146574998529,rm3
1599,0.05087915900001463,0.037738140000010384,0.08226361499969241,rm3
1600,0.05465597999995225,0.04118022750003547,0.08570634999994126,rm3
1601,0.05244885500003875,0.040546002499650055,0.08174730499965788,rm3
1602,0.049960345000026794,0.03928410250034631,0.07461009499970704,rm3
1603,0.05501332099993306,0.04478363499972601,0.09621499999984733,rm3
1604,0.054651453999949806,0.041585479999957896,0.0957846549996702,rm3
1605,0.05571354600002451,0.041416434999655395,0.09922661249984224,rm3
1606,0.0533089729999665,0.037858505000008334,0.09243537000049852,rm3
1607,0.05144053300004089,0.03759874750005565,0.09275689500038878,rm3
1608,0.052289929999978994,0.038072487499675844,0.09149610499946448,rm3
1609,0.05673057999999401,0.04070797499987293,0.09912283000012392,rm3
1610,0.05994004199994379,0.042803089999983966,0.10367033499969694,rm3
1611,0.04869705600002817,0.03874610000020766,0.06988531499978304,rm3
1612,0.05551691500004381,0.04038955749972502,0.09239700000048284,rm3
1613,0.050045933999999764,0.03813972749987897,0.07505052750002496,rm3
1614,0.05082998699998825,0.039557615000103394,0.07905342750034378,rm3
1615,0.060450738999925306,0.044339262500011495,0.10947835999995731,rm3
1616,0.053108161999998627,0.04252401499988991,0.08861690500027633,rm3
1617,0.05303641499999685,0.041736620000051516,0.06796259499978988,rm3
1618,0.056636423999989347,0.042732707500454124,0.09461516249973544,rm3
1619,0.05586347699998442,0.04021828750005625,0.09598324249996038,rm3
1620,0.05342204900008255,0.03845913499942526,0.0956932275004192,rm3
1621,0.051300309000043856,0.04026157499986312,0.07952056249989707,rm3
1622,0.05219990000006874,0.041975930000012346,0.08022319500007596,rm3
1623,0.055099851000049965,0.03979820249978729,0.09969268499985445,rm3
1624,0.051091775000013516,0.03789526999983082,0.09307741500003883,rm3
1625,0.05712758799997573,0.04858766749978258,0.08457061250010156,rm3
1626,0.023677858000000926,0.022301012500042815,0.030377004999763813,rm3
1627,0.04996770600001582,0.04507883000023867,0.06435212000001228,rm3
1628,0.05058819900000344,0.0457189425001161,0.06798434499974063,rm3
1629,0.051662382000040454,0.04712989500051208,0.06327319499971508,rm3
1630,0.05513025299995206,0.04929616249960418,0.07455394250005154,rm3
1631,0.05953197099997851,0.048660999999742674,0.08684280250013215,rm3
1632,0.05156664100001763,0.04256481249999524,0.07525071749998914,rm3
1633,0.040046041000086914,0.03418653999970047,0.05210593500037247,rm3
1634,0.04892621999996663,0.044166260000019976,0.07064923499960966,rm3
1635,0.05812604000001556,0.05147585250008433,0.08389799500032491,rm3
1636,0.047370848999999,0.0411625524999181,0.06785097499985111,rm3
1637,0.05290475499999047,0.04585172750016682,0.07632616499965933,rm3
1638,0.045549687000011545,0.039536510000334604,0.06491398000000567,rm3
1639,0.053405289999964224,0.04787294250018022,0.07480644499999015,rm3
1640,0.04951608099999248,0.044965357500268505,0.06752211250002346,rm3
1641,0.04699218500004463,0.04121212249976906,0.055223377499737575,rm3
1642,0.05782131200004187,0.04776954500036936,0.08155523999980682,rm3
1643,0.051825681000036636,0.048447549999832515,0.06376494750024903,rm3
1644,0.05756168700000672,0.049774394999576546,0.0836874974997954,rm3
1645,0.05268057399996905,0.046907984999666044,0.07320499499996912,rm3
1646,0.05124924000003375,0.046422950000010135,0.07458846749998425,rm3
1647,0.05177694499998324,0.04692443000001276,0.0706949200001418,rm3
1648,0.05329353199998877,0.04465751750039999,0.07843828750019383,rm3
1649,0.04872248600002422,0.04541725499975655,0.07014113499992614,rm3
1650,0.05314580800002659,0.04770899750008084,0.07468638000038932,rm3
1651,0.056346526999968775,0.04931468749969099,0.08258489499953611,rm3
1652,0.0532763939999677,0.04790619499974582,0.06686582500021813,rm3
1653,0.052372763000048506,0.04950928000046133,0.07244980000027675,rm3
1654,0.05375613699994574,0.04776186250023784,0.07224471249937778,rm3
1655,0.0524579409999842,0.045395649999909436,0.07216058499989228,rm3
1656,0.05392820400001255,0.04757001999960267,0.07826532749998022,rm3
1657,0.05618892300005427,0.04785296249976909,0.08500088000000686,rm3
1658,0.052049421000028816,0.04816579250048107,0.07135049250002792,rm3
1659,0.05462999299995317,0.05007116999936442,0.08047665250003319,rm3
1660,0.052741980999999216,0.047750134999978405,0.07850257499985672,rm3
1661,0.048793003999953725,0.0464741325000432,0.06199973749999117,rm3
1662,0.05266848200002641,0.049430027499875,0.0727607350001108,rm3
1663,0.0514641980000215,0.044577072499896536,0.06860647250007329,rm3
1664,0.05533038999999008,0.048952367500032776,0.07361256749993572,rm3
1665,0.052978635999998004,0.047012150000068684,0.06843576999985995,rm3
1666,0.05180009299999256,0.04677426749990445,0.0771331624998311,rm3
1667,0.061757422000009686,0.05713061500027834,0.0824779674999945,rm3
1668,0.06068360699994628,0.05123061749959561,0.08488827000037417,rm3
1669,0.05303869000002123,0.043544202499970194,0.07845554499997434,rm3
1670,0.06004553700006,0.05507566249989396,0.08770081000029675,rm3
1671,0.04919278800009124,0.04572094000029665,0.06363985749983384,rm3
1672,0.05066765800002031,0.0448025850001386,0.07500143249965274,rm3
1673,0.05472969300000841,0.05186449749983239,0.07112977999977374,rm3
1674,0.06470880599993506,0.042402829999741695,0.12012336250006678,rm3
1675,0.07069656400004533,0.04422147499979019,0.12099856499983161,rm3
1676,0.05723742399996809,0.038234870000178486,0.09566874499989808,rm3
1677,0.07229210900002726,0.04592912749988046,0.11368345999997018,rm3
1678,0.06311920200000713,0.04383986250036287,0.1010798525001973,rm3
1679,0.05470734800003811,0.04004037749969029,0.09755661750050418,rm3
1680,0.0551735859999917,0.04150825999938661,0.09537578000031312,rm3
1681,0.05486165200000869,0.041588645000229005,0.09104060749973542,rm3
1682,0.0565835629999583,0.040247634999809635,0.10117239250050716,rm3
1683,0.05460876699996334,0.04248046999966845,0.07988228749998141,rm3
1684,0.06084659699997246,0.04323856999967575,0.10830033250010729,rm3
1685,0.05270401999995556,0.040179152499877094,0.09390389750024032,rm3
1686,0.059902417999937826,0.04156541249997189,0.10376888500002224,rm3
1687,0.05947174800002358,0.04390625750043001,0.09452378250025502,rm3
1688,0.057551708000009964,0.04497866750002685,0.08978284749978228,rm3
1689,0.05899427499997728,0.04471572999996169,0.09530900249967539,rm3
1690,0.05491724700003033,0.0369599274997654,0.09259655249948082,rm3
1691,0.0575534649999463,0.04330427500012775,0.10540303750021844,rm3
1692,0.05396344499999031,0.039630594999994176,0.09590148749948635,rm3
1693,0.061190584000050875,0.04573531500032005,0.10886897750010574,rm3
1694,0.055931816999982405,0.04341271500020412,0.09068781749999735,rm3
1695,0.06109504799995193,0.044897259999811465,0.11223328250036957,rm3
1696,0.06439401099997667,0.046362655000120864,0.11314163249980992,rm3
1697,0.05569914699997753,0.042189037499542795,0.10367379500007701,rm3
1698,0.057988775000021635,0.04352133499978664,0.08605240749977833,rm3
1699,0.05455116400006773,0.04401882249999289,0.09913899250016124,rm3
1700,0.05730172800002947,0.04911226500032626,0.09343476999965777,rm3
1701,0.050020617000054696,0.039136432500276895,0.06612287749996992,rm3
1702,0.05759802299996409,0.04404536249960529,0.10307894250013305,rm3
1703,0.05793208599999161,0.04535578250015533,0.0806501799999296,rm3
1704,0.05670249399994645,0.04190534499994101,0.08706801999985592,rm3
1705,0.05384242199996152,0.042655052499890184,0.08460986499983389,rm3
1706,0.061469359000038824,0.044225430000460614,0.09857498749961446,rm3
1707,0.05774444099996799,0.04330743999960305,0.09884923250021979,rm3
1708,0.05910643600001095,0.04326335749981354,0.10772739749988887,rm3
1709,0.054112960000056776,0.04266667500046424,0.08252547999995839,rm3
1710,0.05547381599993969,0.03916632249954546,0.08595020749989998,rm3
1711,0.06537241500000164,0.04692573750053271,0.11577809250002244,rm3
1712,0.06153642000000218,0.04510509749977701,0.10717561750061574,rm3
1713,0.05640122800004974,0.04215202749992386,0.09067459250022682,rm3
1714,0.06063205200002812,0.044893887500234084,0.11272256250017562,rm3
1715,0.0629064400000334,0.04777082500004326,0.08712019250003775,rm3
1716,0.057298013999979955,0.040737432500623075,0.10051425249998829,rm3
1717,0.06275282000000516,0.044635157499465096,0.11121583000033297,rm3
1718,0.05688499200005936,0.04366286500007846,0.09220959249985296,rm3
1719,0.06017757699994945,0.04436041999990721,0.11101434499964852,rm3
1720,0.06269704299995282,0.05025424999978441,0.09361446500042803,rm3
1721,0.05467805799998132,0.03947386749962334,0.0915092174995606,rm3
1722,0.05579026800007341,0.039948017500387324,0.09644002749996612,rm3
1723,0.05788449900001979,0.04404548750005688,0.10411801750001354,rm3
1724,0.06349278799999411,0.04947470750037155,0.11382080499984101,rm3
1725,0.05828949199998533,0.04356719999962024,0.097056427499683,rm3
1726,0.056550809000009396,0.039538505000314215,0.09546918999990334,rm3
1727,0.05713204899999255,0.04476808250030899,0.10483821499985876,rm3
1728,0.05522887499997523,0.04450966749980125,0.09081376999984053,rm3
1729,0.05408373399998709,0.042344965000165755,0.0803671224996151,rm3
1730,0.056325532999971985,0.04333685750016229,0.08858397999970291,rm3
1731,0.057034512999971414,0.04367216249975172,0.10541297000031591,rm3
1732,0.0583102400000098,0.04390477749986985,0.09155949750004311,rm3
1733,0.06170599400002175,0.04633099499958462,0.10363928750036847,rm3
1734,0.053266782000018796,0.03999977999965267,0.08741672499968442,rm3
1735,0.05456698099998903,0.04297049749982307,0.09531939500000133,rm3
1736,0.058163399999984905,0.04506321499973183,0.08408767750024704,rm3
1737,0.05911574899995685,0.043638432500097225,0.09927875499993204,rm3
1738,0.06171792600003755,0.04633656500043344,0.10442695500018995,rm3
1739,0.05696441600000981,0.042683437500249964,0.0930898550001075,rm3
1740,0.06054808600007164,0.045395427500488944,0.10166142250027405,rm3
1741,0.061824005000016766,0.047616259999995234,0.09270617999973181,rm3
1742,0.05461128399992958,0.039094892500042985,0.09802595000005568,rm3
1743,0.05880987399998048,0.04436033250040054,0.09585002999997407,rm3
1744,0.057529442999984894,0.04164064500009772,0.1008753100001058,rm3
1745,0.056112487000045806,0.04349149250006121,0.08415409999954582,rm3
1746,0.0605436290000398,0.04809461500017278,0.10368505000039932,rm3
1747,0.06088498099999015,0.04646216000001005,0.11148232250047835,rm3
1748,0.056501617000039916,0.042728232500166996,0.09050922000014906,rm3
1749,0.0582618089999778,0.04364826999974411,0.10336710750011657,rm3
1750,0.0565351080000346,0.03997002999997221,0.10005961249964912,rm3
1751,0.06100509599993529,0.043360159999383543,0.10812884249960461,rm3
1752,0.05647369500000423,0.04343307000008281,0.09530786749994602,rm3
1753,0.06078062299995508,0.044336805000011734,0.11070213499997408,rm3
1754,0.06078576799991424,0.04503868250030792,0.10336561999965849,rm3
1755,0.06071668799996587,0.04395033250025335,0.09527601500005854,rm3
1756,0.05696788799999922,0.043654234999780786,0.10201370249933453,rm3
1757,0.047893863999979656,0.03741163249990223,0.07949102749980735,rm3
1758,0.057310969000036495,0.0427995349997218,0.09671390250007333,rm3
1759,0.06667711299994153,0.04927524249981161,0.11403903250061376,rm3
1760,0.059044922999974006,0.043367109999758215,0.09896877000039694,rm3
1761,0.05717898999999307,0.041709672499314364,0.10313155750025088,rm3
1762,0.05690318500001922,0.04295367750028163,0.09820367749985048,rm3
1763,0.060029994000033185,0.04447361500008355,0.09305623249963442,rm3
1764,0.060293175000024346,0.045121235000465276,0.10201544999999895,rm3
1765,0.06372335100003511,0.04863263500010362,0.09837107499945424,rm3
1766,0.06130977399998301,0.04494361749984818,0.10074154500007348,rm3
1767,0.05155741599999601,0.03695629999949688,0.09309540000040215,rm3
1768,0.06080813000002308,0.04496689000015977,0.11198079999971923,rm3
1769,0.05906049000006533,0.043888907500104324,0.10615919750032388,rm3
1770,0.057622402000033615,0.045335812499934035,0.07534812500018684,rm3
1771,0.06593724200007273,0.04728311000021676,0.11783435500042287,rm3
1772,0.060003129000024275,0.04304179999994631,0.10731536999992386,rm3
1773,0.049995786999988925,0.04088738500015552,0.066456872500089,rm3
1774,0.06434424499997476,0.0463173925004412,0.10994563499978083,rm3
1775,0.05921942499999204,0.044433139999841845,0.10927561999999394,rm3
1776,0.061140553999930486,0.047794222499874195,0.09647091000033464,rm3
1777,0.062446683999996824,0.04680872750018352,0.11082337749924134,rm3
1778,0.06900065599999834,0.04903516749984646,0.1204476000002387,rm3
1779,0.06093880300008095,0.047387537499957944,0.09311961999958383,rm3
1780,0.06270757200002663,0.04554190999999719,0.11199769500003634,rm3
1781,0.06244193299999097,0.044179670000153236,0.10968977000006816,rm3
1782,0.05928394099999423,0.04434132749963737,0.09723745500027689,rm3
1783,0.0641003019999789,0.04600585250011591,0.11448853249996772,rm3
1784,0.06417788100001416,0.04807619750013146,0.11170240499975528,rm3
1785,0.0623636880000322,0.04560007250031504,0.10723600500023162,rm3
1786,0.06220515699998032,0.046565372499935614,0.11567501249999168,rm3
1787,0.06302181099998962,0.04696932500019102,0.11114292499987632,rm3
1788,0.06121220199994241,0.044940530000303625,0.09700877000029777,rm3
1789,0.0667900529999406,0.04877383750019817,0.10674383750053942,rm3
1790,0.06016143100006957,0.045130414999857746,0.10376479999972608,rm3
1791,0.06445999599996867,0.04496822500020699,0.10827393250017395,rm3
1792,0.0648265980000815,0.04491178499961279,0.11115363999988404,rm3
1793,0.06427957000001698,0.045069067500503476,0.10650504000000183,rm3
1794,0.06670403400000396,0.048140055000476425,0.11878024499981166,rm3
1795,0.06215767600000618,0.043268022499796645,0.10773643250038276,rm3
1796,0.06137879000001703,0.04678032249985335,0.08700542249982837,rm3
1797,0.06537759400010146,0.047587057500618354,0.11798289500004558,rm3
1798,0.04681366899999375,0.035217377499907346,0.07831447249991469,rm3
1799,0.06083176199994341,0.04476067499992951,0.10933319499990829,rm3
1800,0.056050945999995744,0.04100462249984957,0.10231032500032597,rm3
1801,0.06150562900003024,0.045753150000223286,0.11268743000016454,rm3
1802,0.07066230800002814,0.05151650500019969,0.12747946499989665,rm3
1803,0.058027500000025614,0.04269622250042175,0.09546026500017883,rm3
1804,0.0545317590000559,0.04213782499991794,0.0793825874999129,rm3
1805,0.06386156200003824,0.047373760000073165,0.1181079749999526,rm3
1806,0.059825205999986794,0.04693560999955934,0.11324046249981164,rm3
1807,0.06267137099999673,0.04497029499982545,0.11124803000004704,rm3
1808,0.060186463000027286,0.04513694250038043,0.09576594749994449,rm3
1809,0.06198109999997541,0.044797942500167665,0.11146695749964691,rm3
1810,0.07381282200001806,0.051091645000065,0.12296402249974109,rm3
1811,0.0656298649999917,0.04827817499963203,0.10813053000031231,rm3
1812,0.06823867399996743,0.049751924999782204,0.12381508750033844,rm3
1813,0.062269005000016475,0.04679565000014918,0.11537116499994224,rm3
1814,0.06625365099999726,0.04643421250002575,0.11606412499977523,rm3
1815,0.05859979999999268,0.044664305000083004,0.1038246974997036,rm3
1816,0.0635526839999784,0.047482049999712214,0.10075642500030423,rm3
1817,0.06564972500003932,0.04841336750002938,0.1167016325000986,rm3
1818,0.05256335199995192,0.038917702500202725,0.09343259499948994,rm3
1819,0.057714609000004205,0.04262028749994898,0.10663295750002816,rm3
1820,0.05981056499995248,0.04399442749988793,0.11026705250019403,rm3
1821,0.06406612200001291,0.046091475000230274,0.11163013000034423,rm3
1822,0.07219021600000815,0.051464827499785315,0.12722898750021158,rm3
1823,0.06393972500002747,0.04738969499971972,0.1132797000001119,rm3
1824,0.06013704900001358,0.04515816249952422,0.10398995249988728,rm3
1825,0.06660799200007204,0.04856043250006223,0.12052723250033068,rm3
1826,0.059854401000002326,0.04512269500021375,0.0916801075000194,rm3
1827,0.061169519999975816,0.046924439999907,0.10435188499948245,rm3
1828,0.0629998489999889,0.05440788000000793,0.06481201999995392,rm3
1829,0.05766666499998792,0.046186275000195565,0.07692143499925784,rm3
1830,0.06427097800004049,0.0483218125000576,0.1207069275000549,rm3
1831,0.06103429699998742,0.048433949999753166,0.07482590500051167,rm3
